"","taxon","average","overall","sd","ratio","ava","avb","ord","cusum","p","contribution","comparison_1","comparison_2","microgroup"
"575","Gemmatimonadota",0.00427523541835157,0.346259726255089,0.00299013405460969,1.42978051828837,0.0139671657525512,0.0378158946714111,84,0.989037826127002,0.0088,0.00090177193341045,"Saline Water","Plant Host","Bonafide"
"576","Mycoplasmatota",0.00479086892040259,0.346259726255089,0.00331859470074503,1.44364387712879,0.0485963807635371,0.0275226846163701,20,0.992275221468024,2e-04,0.00077817490272502,"Saline Water","Plant Host","Bonafide"
"577","Myxococcota",0.00907195254721436,0.346259726255089,0.00635425915689229,1.42769634086678,0.0384961914090346,0.0873470594103169,120,0.993045822270074,8e-04,0.00077060080204993,"Saline Water","Plant Host","Bonafide"
"578","Nanoarchaeota",0.00043419624903593,0.346259726255089,0.00047977941631014,0.904991407041216,0.00265765492928535,0.00247511141606849,47,0.993811674652032,0.002,0.00076585238195814,"Saline Water","Plant Host","DPANN"
"579","Actinomycetota",0.0336155959070737,0.314720802670839,0.0179332808844845,1.87448109041538,0.237101907195073,0.437378050522774,2,0.215605047999262,0.0018,0.106810848287749,"Saline Water","Freshwater","Bonafide"
"580","Aquificota",0.00116354091658466,0.314720802670839,0.00060360972370588,1.92763779456877,0.0129657111122757,0.00548927764557463,7,0.305216451141278,2e-04,0.0896114031420168,"Saline Water","Freshwater","Bonafide"
"581","Bdellovibrionota",0.00265851389136023,0.314720802670839,0.00191559441408036,1.38782712656663,0.0353597684073207,0.0186657570405069,1,0.524413314137732,4e-04,0.0275181280928568,"Saline Water","Freshwater","Bonafide"
"582","Caldisericota",0.00047092201442814,0.314720802670839,0.00045226848201154,1.04124437841353,0.00467988712031326,0.00202008135012359,12,0.549667132105372,2e-04,0.0252538179676393,"Saline Water","Freshwater","Bonafide"
"583","Campylobacterota",0.00794790186127869,0.314720802670839,0.00548198484228744,1.44982193310157,0.0786519396008919,0.0267688037354862,130,0.595360615796637,0.0072,0.0205896455022715,"Saline Water","Freshwater","Bonafide"
"584","Ca. division CPR2",0.00032396329521086,0.314720802670839,0.00022536489105442,1.43750561010247,0.00318018890044277,0.0019227891173414,145,0.630138801072732,0.0126,0.0160036589975431,"Saline Water","Freshwater","CPR"
"585","Ca. division CPR3",0.00030122194456391,0.314720802670839,0.00022270539148671,1.35255793563434,0.00252752502477707,0.00123954536192523,155,0.645826033587191,2e-04,0.0156872325144592,"Saline Water","Freshwater","CPR"
"586","Ca. division NC10",0.00155635525201252,0.314720802670839,0.00107377231870939,1.44942761598023,0.00594724851281136,0.0159538877371915,141,0.660801797381695,0.03,0.0149757637945039,"Saline Water","Freshwater","CPR"
"587","Ca. division WWE3",0.00096409475882581,0.314720802670839,0.00063088145156303,1.5281710318749,0.0124277547674092,0.00682403490199991,150,0.686990778215413,0.0012,0.0129683069903411,"Saline Water","Freshwater","CPR"
"588","Ca. Altiarchaeota",0.00041202236381736,0.314720802670839,0.00035749035684884,1.1525411970527,0.00321853043053035,0.00073324735076867,137,0.742344638392748,2e-04,0.00680033388115253,"Saline Water","Freshwater","DPANN"
"589","Ca. Berkelbacteria",0.0008833513279241,0.314720802670839,0.00051923911401204,1.70124188275926,0.0106406156495467,0.00549571729425623,134,0.779507002080859,2e-04,0.00432650451601035,"Saline Water","Freshwater","CPR"
"590","Ca. Calescamantes",0.00035198945699578,0.314720802670839,0.00026127669199868,1.34719042216578,0.00263843107704905,0.00058332368351709,99,0.804136026398616,2e-04,0.0039177395971447,"Saline Water","Freshwater","CPR"
"591","Ca. Campbellbacteria",0.00065477629371256,0.314720802670839,0.0004815629977637,1.35968979500758,0.00723620234107919,0.0039987172831215,74,0.808025383283924,2e-04,0.00388935688530867,"Saline Water","Freshwater","CPR"
"592","Ca. Colwellbacteria",0.00038648672487543,0.314720802670839,0.00031709483722567,1.21883638427193,0.00463867209447279,0.00320330432848973,46,0.825537276791814,0.0166,0.00308589406404014,"Saline Water","Freshwater","CPR"
"593","Ca. Curtissbacteria",0.00083578747614763,0.314720802670839,0.00044897368787406,1.86155113032386,0.00957782788113245,0.00444260038803245,18,0.82860061023099,2e-04,0.00306333343917575,"Saline Water","Freshwater","CPR"
"594","Ca. Diapherotrites",0.00053361697015507,0.314720802670839,0.00034735448381675,1.53623170281742,0.00471540665606695,0.0015818213275502,5,0.843425582905523,2e-04,0.00288958107714976,"Saline Water","Freshwater","DPANN"
"595","Ca. Eisenbacteria",0.0017754551905696,0.314720802670839,0.00110485283450889,1.60696079614874,0.00487872750733642,0.0163743151217876,69,0.851996625333451,2e-04,0.00284532408057259,"Saline Water","Freshwater","CPR"
"596","Ca. Gribaldobacteria",0.00041875515112978,0.314720802670839,0.00040306615037553,1.03892413376721,0.00398964755217511,0.00213783998484992,103,0.876134168046653,0.0088,0.00250172605321752,"Saline Water","Freshwater","CPR"
"597","Ca. Harrisonbacteria",0.00057449038027159,0.314720802670839,0.00040279864537191,1.42624705140494,0.00727950942688893,0.0041917065169925,115,0.88093610364137,0.0028,0.00230105175622641,"Saline Water","Freshwater","CPR"
"598","Ca. Heimdallarchaeota",0.00087646399294673,0.314720802670839,0.000752825310754,1.16423289762786,0.00803411398879707,0.00236366221337104,149,0.883191923024516,2e-04,0.00225581938314556,"Saline Water","Freshwater","CPR"
"599","Ca. Jacksonbacteria",0.00024272432442531,0.314720802670839,0.00016843069870165,1.44109313976815,0.0004065301016982,0.00180773783200569,136,0.889890386639152,0.0056,0.00221699376087481,"Saline Water","Freshwater","CPR"
"600","Ca. Levybacteria",0.00122406152081768,0.314720802670839,0.00072813293606154,1.68109621223647,0.013553439346362,0.00654123372059506,124,0.903698442824147,4e-04,0.00182627493981269,"Saline Water","Freshwater","CPR"
"601","Ca. Margulisbacteria",0.00070173571515448,0.314720802670839,0.00075083650675739,0.93460521543504,0.00747269353153238,0.00289171023893222,143,0.914420875219469,2e-04,0.00172859576433448,"Saline Water","Freshwater","CPR"
"602","Ca. Marinimicrobia",0.00315607154512902,0.314720802670839,0.00321092572002961,0.982916398670201,0.0266220696362031,0.00526887814078322,58,0.916117490809226,2e-04,0.00169661558975764,"Saline Water","Freshwater","CPR"
"603","Ca. Melainabacteria",0.00129697899819959,0.314720802670839,0.00102566538296064,1.26452449282805,0.0137562690287382,0.00544762599929661,49,0.917813015749512,2e-04,0.00169552494028546,"Saline Water","Freshwater","CPR"
"604","Ca. Nealsonbacteria",0.00093475990538348,0.314720802670839,0.0007507243740017,1.24514394064599,0.0101583825168689,0.0054915158494912,21,0.925977122061501,0.0092,0.00160779255692811,"Saline Water","Freshwater","CPR"
"605","Ca. Pacebacteria",0.00061692481013987,0.314720802670839,0.00039115149337127,1.57720172514924,0.00836871381515558,0.00484534461335402,40,0.933346122851182,0.0092,0.00141749833765281,"Saline Water","Freshwater","CPR"
"606","Ca. Parcubacteria",0.0004005245778368,0.314720802670839,0.00044508176469341,0.899889884530987,0.00343939134509292,0.0020421048157074,42,0.934749367659052,0.004,0.00140324480787057,"Saline Water","Freshwater","CPR"
"607","Ca. Roizmanbacteria",0.00123299415066869,0.314720802670839,0.00078805848369254,1.56459726807502,0.015524459672553,0.0086997071884673,61,0.942913880325819,0.001,0.00133056076235227,"Saline Water","Freshwater","CPR"
"608","Ca. Schekmanbacteria",0.00078734523153119,0.314720802670839,0.00045311202769708,1.73763922254025,0.00927145584960013,0.00435499814402552,105,0.948038908159573,0.0044,0.00125119727631062,"Saline Water","Freshwater","CPR"
"609","Ca. Spechtbacteria",0.00039377781110002,0.314720802670839,0.00030575206714084,1.28789909674961,0.00424477518693797,0.00244443371210106,11,0.950517707022486,0.0094,0.00123735156616367,"Saline Water","Freshwater","CPR"
"610","Ca. Staskawiczbacteria",0.00095374607559096,0.314720802670839,0.00226948454661506,0.420247882724507,0.00841988843682717,0.00711755585543908,43,0.951745737459609,0.0426,0.00122803043712261,"Saline Water","Freshwater","CPR"
"611","Ca. Woykebacteria",0.00057476671495551,0.314720802670839,0.00041825236530967,1.37421031565466,0.00676662033098236,0.0034046338217994,68,0.971877669090619,2e-04,0.00103912467323675,"Saline Water","Freshwater","CPR"
"612","Chlamydiota",0.00147073006957381,0.314720802670839,0.00189640428904593,0.775536143885081,0.0199189363534927,0.0108985937403985,60,0.975938109154305,0.0482,0.0009973821749597,"Saline Water","Freshwater","Bonafide"
"613","Chloroflexota",0.00647998975918292,0.314720802670839,0.00370962558223315,1.74680425707061,0.0295907039668552,0.0702674929580531,117,0.977904498126274,0.0082,0.00097549002418739,"Saline Water","Freshwater","Bonafide"
"614","Cyanobacteriota",0.0342397978591387,0.314720802670839,0.0316056172745807,1.08334532946068,0.316442480931922,0.135219280720249,34,0.980765840216925,2e-04,0.00094315846408898,"Saline Water","Freshwater","Bonafide"
"615","Dictyoglomota",0.00069773405593877,0.314720802670839,0.0004201743209722,1.66058233716985,0.00662972058594093,0.00213861602771338,112,0.983578190691491,2e-04,0.00093016108432186,"Saline Water","Freshwater","Bonafide"
"616","Gemmatimonadota",0.00471318440201514,0.314720802670839,0.00241307648677013,1.95318483597827,0.0139671657525512,0.0447587108146294,98,0.988112224054616,2e-04,0.00087896899321826,"Saline Water","Freshwater","Bonafide"
"617","Mycoplasmatota",0.00503668440537717,0.314720802670839,0.00262746481916323,1.91693695331046,0.0485963807635371,0.0154899002860284,97,0.991444638617536,2e-04,0.00081860188267879,"Saline Water","Freshwater","Bonafide"
"618","Myxococcota",0.0101108571834007,0.314720802670839,0.00558057776596267,1.81179397679382,0.0384961914090346,0.102682528168505,20,0.992257603238361,2e-04,0.00081296462082469,"Saline Water","Freshwater","Bonafide"
"619","Nitrospirota",0.004081395985282,0.314720802670839,0.00319463255041308,1.27757916470057,0.0233462984302355,0.047068061356911,132,0.995382300075632,0.0182,0.00077048432868542,"Saline Water","Freshwater","Bonafide"
"620","Verrucomicrobiota",0.00790070010495914,0.314720802670839,0.00697911484733066,1.13204901735941,0.0528854045955235,0.0853509492134975,65,1,2e-04,0.0002879232983719,"Saline Water","Freshwater","Bonafide"
"621","Aquificota",0.0010858409028072,0.392963591468609,0.00079595604873821,1.36419706154445,0.0129657111122757,0.00669971429998176,155,0.248765752779925,0.0088,0.0664188628162954,"Saline Water","Groundwater","Bonafide"
"622","Bdellovibrionota",0.0028063217632848,0.392963591468609,0.00219212324854125,1.28018429855724,0.0353597684073207,0.0214144730027513,12,0.463468090883196,0.036,0.0204991783707659,"Saline Water","Groundwater","Bonafide"
"623","Ca. division CPR1",0.00045083152644122,0.392963591468609,0.00034208654285334,1.31788734710474,0.00165604265423715,0.0043289093114768,130,0.526545468148774,2e-04,0.0143668651295592,"Saline Water","Groundwater","CPR"
"624","Ca. division CPR2",0.00037201318412818,0.392963591468609,0.00026728678714194,1.39181284681544,0.00318018890044277,0.0039246122540459,1,0.539273461738157,0.0352,0.0127279935893826,"Saline Water","Groundwater","CPR"
"625","Ca. division CPR3",0.00039086448850205,0.392963591468609,0.00034946585701846,1.11846259270301,0.00252752502477707,0.00344751992723634,159,0.5517206646072,0.0058,0.0124472028690435,"Saline Water","Groundwater","CPR"
"626","Ca. division NC10",0.00317908355329922,0.392963591468609,0.00369352635752352,0.860717711361012,0.00594724851281136,0.0310603816503077,100,0.562834540739302,2e-04,0.0111138761321017,"Saline Water","Groundwater","CPR"
"627","Ca. division WWE3",0.00169282464792301,0.392963591468609,0.00149638436637621,1.13127661980492,0.0124277547674092,0.0183024935826901,145,0.584468844034126,2e-04,0.0107276164947987,"Saline Water","Groundwater","CPR"
"628","Ca. Adlerbacteria",0.0008600113659989,0.392963591468609,0.00070753190058357,1.21550896191332,0.00323581702363067,0.0085799837960694,115,0.620564346424178,0.0072,0.00829285862279827,"Saline Water","Groundwater","CPR"
"629","Ca. Aenigmarchaeota",0.00036215009385356,0.392963591468609,0.00027832663260591,1.30116938671238,0.00070635898071552,0.00317035650070513,16,0.628654367032495,2e-04,0.00809002060831676,"Saline Water","Groundwater","DPANN"
"630","Ca. Altiarchaeota",0.00039685857901666,0.392963591468609,0.00034210135150366,1.16006141826778,0.00321853043053035,0.00320946248114632,79,0.636732303836752,0.0468,0.00807793680425706,"Saline Water","Groundwater","DPANN"
"631","Ca. Amesbacteria",0.00086885907141467,0.392963591468609,0.00064005842842554,1.35746836980485,0.00457609343331975,0.00917207931351908,140,0.644683588106199,2e-04,0.00795128426944713,"Saline Water","Groundwater","CPR"
"632","Ca. Andersenbacteria",0.00046542174082619,0.392963591468609,0.00031461946119381,1.47931643853235,0.00421841433840097,0.00454721155346706,9,0.659116797135127,0.0256,0.00714142944591079,"Saline Water","Groundwater","CPR"
"633","Ca. Azambacteria",0.00144979335790025,0.392963591468609,0.00132571075178601,1.09359704290478,0.00389770490220751,0.0142973522079801,46,0.666038958901251,2e-04,0.00692216176612481,"Saline Water","Groundwater","CPR"
"634","Ca. Beckwithbacteria",0.00113673829902527,0.392963591468609,0.00099402227836888,1.14357426766185,0.00621321954918296,0.0126820574858201,53,0.679580551311673,2e-04,0.00676171324240615,"Saline Water","Groundwater","CPR"
"635","Ca. Berkelbacteria",0.00113551814591567,0.392963591468609,0.00075923911849414,1.49560015844261,0.0106406156495467,0.0127604101961051,89,0.686063423317237,0.0034,0.00648287200556374,"Saline Water","Groundwater","CPR"
"636","Ca. Blackburnbacteria",0.00090451302866321,0.392963591468609,0.00080294198967291,1.12649860176285,0.00312795154651761,0.00840743613136124,126,0.703922013084444,2e-04,0.00577616545070669,"Saline Water","Groundwater","CPR"
"637","Ca. Brennerbacteria",0.00042527907721505,0.392963591468609,0.0003670875060089,1.15852234209447,0.0009892373389126,0.00377772545457036,99,0.709582976464216,2e-04,0.00566096337977173,"Saline Water","Groundwater","CPR"
"638","Ca. Buchananbacteria",0.00137564217948459,0.392963591468609,0.00098256191190184,1.40005648786233,0.00857573078424878,0.0152259342582742,85,0.715053742075152,0.0032,0.00547076561093629,"Saline Water","Groundwater","CPR"
"639","Ca. Campbellbacteria",0.00087340349160387,0.392963591468609,0.00067035650078627,1.30289404306432,0.00723620234107919,0.00965665867068007,5,0.725661039650383,0.0016,0.0052230245029522,"Saline Water","Groundwater","CPR"
"640","Ca. Chisholmbacteria",0.00082736327236203,0.392963591468609,0.00136173902285571,0.6075784408579,0.00421487336199559,0.00698290389184338,125,0.730803565367669,0.0372,0.00514252571728535,"Saline Water","Groundwater","CPR"
"641","Ca. Collierbacteria",0.00166672427656393,0.392963591468609,0.00217076824652164,0.76780387737596,0.00556940077539034,0.0165051179739387,141,0.745737507346709,2e-04,0.0049132196564956,"Saline Water","Groundwater","CPR"
"642","Ca. Colwellbacteria",0.00063954693055629,0.392963591468609,0.00038537429453057,1.65954745719439,0.00463867209447279,0.00715399486823469,59,0.750542288243809,2e-04,0.00480478089709913,"Saline Water","Groundwater","CPR"
"643","Ca. Curtissbacteria",0.00142515354726777,0.392963591468609,0.00110544628404634,1.28921103434459,0.00957782788113245,0.0144376166847842,106,0.75530719264058,2e-04,0.00476490439677191,"Saline Water","Groundwater","CPR"
"644","Ca. Dadabacteria",0.00074958342824764,0.392963591468609,0.0010504627570343,0.713574492030441,0.0037015527372356,0.00813611367443583,57,0.759964470968311,0.0462,0.00465727832773044,"Saline Water","Groundwater","CPR"
"645","Ca. Daviesbacteria",0.00272015754834305,0.392963591468609,0.00307014395131979,0.886003259610584,0.0110510232473785,0.0276436633561551,87,0.76459062813565,2e-04,0.00462615716733905,"Saline Water","Groundwater","CPR"
"646","Ca. Delongbacteria",0.00083353623754622,0.392963591468609,0.00168416056126391,0.494926823913202,0.00221343451747599,0.00794507627640937,102,0.76913926019407,0.0046,0.00454863205841993,"Saline Water","Groundwater","CPR"
"647","Ca. Desantisbacteria",0.00109056939261493,0.392963591468609,0.00104511008249213,1.0434971500939,0.0070571057943512,0.0114229220137085,123,0.773634530071181,2e-04,0.00449526987711091,"Saline Water","Groundwater","CPR"
"648","Ca. Diapherotrites",0.00087663662125329,0.392963591468609,0.00115800359637566,0.757024092150498,0.00471540665606695,0.00723353513237105,18,0.777942371012873,0.0012,0.00430784094169268,"Saline Water","Groundwater","DPANN"
"649","Ca. Doudnabacteria",0.00120046251086284,0.392963591468609,0.00077040027141642,1.55823220136685,0.00690120004773699,0.0131669265720905,42,0.782183792642635,2e-04,0.00424142162976193,"Saline Water","Groundwater","CPR"
